id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,year,state,zip_code,school_type,school_level,average_act
390436900225,-0.4440742982531617,0.10277704946459458,0.18462785517583286,-0.4219073859233225,0.06829304038789279,2016-2017,OH,43725,Regular School,High,20.0
370060000246,0.3708760483075515,-1.0635636807144866,-0.969050026773124,-1.1060959043363052,-0.998982941420929,2016-2017,NC,27921,Regular School,High,20.4945054945055
370231002303,0.41390075915618635,-0.1878366666026316,-0.4872575193079291,-0.6352075707253688,0.4600248648585985,2016-2017,NC,28677,Regular School,High,19.1758241758242
251191001951,-0.5319593606040095,1.1980400516465612,1.1632599511281272,0.8971726805990783,-1.410665600746679,2016-2017,MA,01880,Regular School,High,22.8388278388278
260282004029,-1.1178398034444796,2.249885456083533,0.5112103797364781,0.24161898151568523,-1.1574123614471328,2016-2017,MI,48103,Regular School,High,24.7
482916003292,-0.14677049854964674,-1.6588825755399077,-0.888672878712287,-1.301822825380688,0.5957105220600412,2016-2017,TX,75670,Regular School,High,19.8351648351648
171366001662,0.10532623705611084,-0.2607918538228439,-0.30015186339018257,-1.1799370054938043,0.13036587259960772,2016-2017,IL,62930,Regular School,High,18.0
261958005620,-0.8530748512340608,-0.10270260318653278,-0.1095862740096307,-0.37862122317582303,-0.5572181658211296,2016-2017,MI,48847,Regular School,High,19.8
421263002308,-0.7222123457551954,-1.5759104009822296,0.7272529752470341,-0.3864269246548803,-0.28883952432441656,2016-2017,PA,16611,Regular School,High,19.9328449328449
120132001296,-0.6478013467167094,0.6290634484377862,-2.1617029938134937,0.4166837515860928,0.09038838958373607,2016-2017,FL,33050,Regular School,Other,20.4212454212454
180897001494,-0.6917819436866869,0.06254930050240187,0.5984283927019921,-0.10537992968967907,-1.0416085666611428,2016-2017,IN,46168,Regular School,High,22.4456654456654
480744000010,-0.11172362000199303,-1.304544114761903,0.11201421608951591,-0.8455023517493825,0.16466244527501164,2016-2017,TX,79603,Regular School,High,20.2258852258852
550006602865,1.4819905218943512,-1.051324905057424,-2.4624573504671696,-0.8486747224039726,2.136942549573609,2016-2017,WI,53216,Regular School,High,16.8
291854003148,-1.173324557129346,1.5508748417224687,1.1800093357172026,1.4141438721398503,-1.1077173034959744,2016-2017,MO,64068,Regular School,High,21.2
470159000520,-0.056463059067119785,-1.0809157599512407,0.9575423740413759,-0.19207748034209599,-0.18124443134628115,2016-2017,TN,37373,Regular School,Other,19.0
481470000963,-1.0591782744342397,-0.8829293551166506,0.48391510699385676,-0.3923542487726671,-0.2547975212805946,2016-2017,TX,78934,Regular School,High,19.5909645909646
340126002704,-0.43950695649188776,-0.028382674057251586,-0.22750380700367506,0.029111889377286374,0.6601588892364796,2016-2017,NJ,07002,Regular School,High,18.8339438339438
470429000870,0.7844897084620202,-1.9790058568710664,-0.3407178689472721,-1.1476289148799523,0.38520909637177647,2016-2017,TN,37807,Regular School,High,17.4
120087002505,0.7014104418625055,-0.43215608856932525,-0.7195311027658543,-0.5198334590242228,1.010598473753567,2016-2017,FL,33584,Regular School,High,17.026862026862
120018002721,-0.5997882638998646,1.0541046346723886,0.7405942965728397,1.8781030803736556,-1.0275982771603058,2016-2017,FL,33076,Regular School,High,22.960927960928
340714005358,0.37617618359959937,0.3140226193903039,0.7377223607217175,1.5907530858184136,-1.3964068273200112,2016-2017,NJ,07461,Regular School,High,21.8864468864469
483557010997,-1.240856251093351,1.7757423131794359,1.4461062675644265,2.492290735789959,-1.326578136951442,2016-2017,TX,79012,Regular School,High,20.5677655677656
360009605967,0.584944578434678,0.22172546310431354,-0.5367027312469833,0.9016390445469881,1.2563320747305358,2016-2017,NY,11236,Regular School,High,16.3186813186813
422436006340,-0.7545755398303484,-0.6088526694571426,0.2638088256917847,-0.028867358507262044,-0.659525990196115,2016-2017,PA,17023,Regular School,High,20.6654456654457
220081000570,-0.005650692822320782,-0.5102951639809509,0.4037396024827996,-0.050573052459720776,-0.31159205576338306,2016-2017,LA,70650,Regular School,Other,19.4
470450001798,0.588463804437065,-0.4031157630406054,1.0449824284982012,-0.6315760411602459,0.19367452205472824,2016-2017,TN,38583,Regular School,High,18.7
421874006136,-1.0615630233121156,-0.7962764584372424,0.5052454628481724,-0.3158416775902501,-0.46525274898705343,2016-2017,PA,16433,Regular School,High,20.982905982906
560445000441,1.3566480964306817,-0.045753838837000085,-0.1793456302697451,-0.185398805279801,0.5771890331103594,2016-2017,WY,82520,Regular School,High,14.9
